100,215
100,216
100,217
100,25
100,26
100,27
101,215
101,216
101,217
101,24
101,25
101,26
102,216
102,217
102,24
102,25
102,26
103,216
103,217
103,218
103,24
103,25
103,26
104,216
104,217
104,218
104,23
104,24
104,25
105,217
105,218
105,23
105,24
105,25
106,217
106,218
106,219
106,23
106,24
107,218
107,219
107,22
107,220
107,23
107,24
108,218
108,219
108,22
108,220
108,23
108,24
109,21
109,219
109,22
109,220
109,23
110,21
110,219
110,22
110,220
110,221
110,23
111,21
111,22
111,220
111,221
112,20
112,21
112,22
112,221
113,20
113,21
113,221
113,222
114,20
114,21
114,221
114,222
114,223
115,19
115,20
115,21
115,221
115,222
115,223
116,19
116,20
116,21
116,221
116,222
116,223
117,18
117,19
117,20
117,222
117,223
118,18
118,19
118,222
118,223
119,16
119,17
119,18
119,19
119,222
119,223
119,224
120,16
120,17
120,18
120,222
120,223
120,224
120,225
121,16
121,17
121,18
121,223
121,224
121,225
121,226
122,16
122,17
122,18
122,223
122,224
122,226
122,227
123,16
123,17
123,18
123,223
123,224
123,225
123,227
123,228
124,16
124,17
124,18
124,224
124,225
124,226
124,227
124,228
125,16
125,17
125,18
125,224
125,225
125,226
125,227
125,228
126,18
126,224
126,225
126,226
126,227
126,228
127,18
127,19
127,225
127,226
127,227
127,228
128,18
128,19
128,225
128,226
128,227
128,228
129,18
129,19
129,20
129,225
129,226
129,227
129,228
130,19
130,20
130,21
130,225
130,226
130,227
131,19
131,21
131,224
131,225
131,226
132,19
132,20
132,21
132,224
132,225
133,20
133,21
133,223
133,224
133,225
134,20
134,21
134,22
134,223
134,224
135,21
135,22
135,223
135,224
136,21
136,22
136,222
136,223
136,224
137,21
137,22
137,222
137,223
137,23
138,21
138,22
138,222
138,223
138,23
139,22
139,221
139,222
139,223
139,23
140,22
140,221
140,222
140,23
140,24
141,221
141,222
141,23
141,24
142,221
142,222
142,23
142,24
143,220
143,221
143,222
143,23
143,24
144,220
144,221
144,222
144,23
144,24
145,219
145,220
145,221
145,23
145,24
145,25
146,219
146,220
146,221
146,24
146,25
147,218
147,219
147,220
147,221
147,24
147,25
147,26
148,218
148,220
148,24
148,26
149,218
149,219
149,24
149,25
149,26
149,27
150,217
150,219
150,25
150,27
150,28
151,217
151,218
151,219
151,25
151,26
151,28
152,217
152,218
152,26
152,28
153,218
153,26
153,28
153,29
154,216
154,218
154,26
154,27
154,29
155,216
155,217
155,218
155,27
155,29
156,215
156,216
156,217
156,27
156,28
156,29
156,30
157,214
157,215
157,216
157,27
157,28
157,30
158,214
158,216
158,28
158,29
158,30
159,214
159,216
159,28
159,29
159,30
160,214
160,215
160,216
160,29
160,30
161,213
161,215
161,29
161,30
161,31
162,213
162,215
162,29
162,30
162,31
163,212
163,214
163,215
163,29
163,30
163,31
164,212
164,213
164,214
164,30
164,31
165,211
165,212
165,213
165,30
165,31
166,211
166,212
166,213
166,31
166,32
167,211
167,212
167,213
167,31
167,32
168,211
168,212
168,213
168,31
168,32
169,211
169,212
169,31
169,32
170,211
170,212
170,31
170,32
170,33
171,211
171,212
171,31
171,32
171,33
172,211
172,212
172,32
172,33
173,210
173,211
173,212
173,32
173,33
174,210
174,211
174,212
174,32
174,33
174,34
175,210
175,211
175,32
175,34
176,209
176,210
176,211
176,32
176,33
176,34
177,209
177,210
177,211
177,33
177,34
178,209
178,210
178,33
178,34
179,209
179,210
179,33
179,34
179,35
180,208
180,209
180,210
180,33
180,35
181,208
181,209
181,210
181,33
181,35
182,208
182,209
182,210
182,33
182,34
182,35
183,208
183,209
183,34
183,35
183,36
184,207
184,208
184,209
184,34
184,36
185,206
185,207
185,208
185,209
185,34
185,35
185,36
186,206
186,208
186,35
186,36
186,37
187,205
187,206
187,208
187,35
187,36
187,37
188,205
188,207
188,208
188,36
188,38
189,205
189,206
189,207
189,36
189,38
190,204
190,205
190,206
190,207
190,36
190,37
190,38
190,39
191,204
191,206
191,37
191,39
192,204
192,205
192,206
192,37
192,38
192,39
193,203
193,204
193,205
193,38
193,39
193,40
194,203
194,204
194,205
194,38
194,39
194,40
195,202
195,203
195,204
195,205
195,38
195,39
195,40
195,41
196,202
196,203
196,204
196,39
196,41
197,202
197,203
197,39
197,40
197,42
198,201
198,202
198,203
198,40
198,42
199,201
199,202
199,40
199,42
200,200
200,201
200,202
200,40
200,41
200,42
200,43
201,200
201,201
201,41
201,42
201,43
201,44
201,45
201,46
202,199
202,200
202,201
202,44
202,45
202,46
202,47
202,48
202,49
202,50
202,51
203,197
203,198
203,199
203,200
203,201
203,48
203,49
203,50
203,51
203,52
203,53
203,54
204,192
204,194
204,195
204,196
204,197
204,198
204,199
204,52
204,53
204,54
204,55
204,56
205,188
205,189
205,190
205,191
205,192
205,193
205,194
205,195
205,196
205,197
205,55
205,56
205,57
205,58
205,59
205,60
206,186
206,187
206,188
206,189
206,190
206,191
206,59
206,60
206,61
206,62
206,63
207,183
207,184
207,185
207,186
207,187
207,188
207,62
207,63
207,64
207,65
207,66
208,180
208,181
208,182
208,183
208,184
208,185
208,186
208,64
208,65
208,66
208,67
208,68
209,177
209,178
209,179
209,180
209,181
209,182
209,183
209,66
209,67
209,68
209,69
209,70
209,71
210,172
210,173
210,174
210,175
210,176
210,177
210,71
210,72
210,73
210,74
210,75
211,168
211,169
211,170
211,171
211,172
211,173
211,74
211,75
211,76
211,77
211,78
212,164
212,165
212,166
212,167
212,168
212,169
212,77
212,78
212,79
212,80
213,163
213,164
213,165
213,79
213,80
213,81
214,159
214,160
214,161
214,162
214,163
214,81
214,82
214,83
214,84
214,85
215,154
215,155
215,156
215,157
215,158
215,159
215,160
215,85
215,86
215,87
215,88
215,89
215,90
216,150
216,151
216,152
216,153
216,154
216,88
216,89
216,90
216,91
216,92
216,93
217,146
217,147
217,148
217,149
217,150
217,93
217,94
217,95
217,96
217,97
218,142
218,143
218,144
218,145
218,146
218,97
218,98
218,99
219,100
219,101
219,102
219,139
219,140
219,141
219,142
219,143
219,99
220,101
220,102
220,103
220,104
220,137
220,138
220,139
220,140
221,104
221,105
221,106
221,135
221,136
221,137
221,138
222,106
222,107
222,108
222,133
222,134
222,135
222,136
223,106
223,107
223,108
223,109
223,131
223,132
223,133
223,134
223,135
224,108
224,109
224,110
224,111
224,112
224,130
224,131
224,132
224,133
225,112
225,113
225,114
225,115
225,116
225,126
225,127
225,128
225,129
225,130
226,113
226,114
226,115
226,116
226,117
226,118
226,124
226,125
226,126
226,127
226,128
227,116
227,117
227,118
227,119
227,120
227,121
227,122
227,123
227,124
227,125
227,126
228,119
24,117
24,118
24,119
24,120
24,121
24,122
24,123
24,124
24,125
24,126
24,127
25,115
25,116
25,117
25,118
25,119
25,126
25,127
25,128
25,129
25,130
26,112
26,113
26,114
26,115
26,117
26,118
26,129
26,130
26,131
26,132
27,109
27,110
27,111
27,114
27,115
27,116
27,117
27,130
27,131
27,132
27,133
27,134
27,135
28,105
28,106
28,107
28,108
28,109
28,110
28,111
28,112
28,113
28,114
28,132
28,133
28,134
28,135
28,136
28,137
28,138
29,101
29,102
29,103
29,104
29,105
29,106
29,107
29,108
29,135
29,136
29,137
29,138
29,139
29,140
29,141
30,100
30,101
30,102
30,103
30,104
30,105
30,139
30,140
30,141
30,142
30,143
30,144
30,97
30,98
30,99
31,100
31,101
31,142
31,143
31,144
31,145
31,146
31,147
31,97
31,98
31,99
32,143
32,144
32,145
32,147
32,148
32,149
32,95
32,96
32,97
32,98
33,145
33,146
33,149
33,150
33,151
33,91
33,92
33,93
33,94
33,95
33,96
34,146
34,147
34,148
34,149
34,152
34,153
34,154
34,88
34,89
34,90
34,91
34,92
34,93
35,149
35,150
35,151
35,152
35,153
35,154
35,155
35,156
35,157
35,158
35,159
35,160
35,80
35,81
35,82
35,83
35,84
35,85
35,86
35,87
35,88
35,89
35,90
36,155
36,156
36,157
36,158
36,159
36,160
36,161
36,162
36,163
36,164
36,77
36,78
36,79
36,80
36,81
36,82
36,83
36,84
37,161
37,162
37,163
37,164
37,165
37,166
37,167
37,168
37,73
37,74
37,75
37,76
37,77
37,78
38,165
38,166
38,167
38,168
38,169
38,170
38,171
38,69
38,70
38,71
38,72
38,73
39,168
39,169
39,170
39,171
39,172
39,173
39,174
39,67
39,68
39,69
39,70
39,71
40,171
40,172
40,173
40,174
40,175
40,176
40,177
40,178
40,179
40,62
40,63
40,64
40,65
40,66
41,175
41,176
41,177
41,178
41,179
41,180
41,181
41,182
41,59
41,60
41,61
41,62
42,180
42,181
42,182
42,183
42,184
42,56
42,57
42,58
42,59
42,60
43,182
43,183
43,184
43,185
43,186
43,54
43,55
43,56
44,184
44,185
44,186
44,187
44,188
44,189
44,51
44,52
44,53
44,54
45,186
45,187
45,188
45,189
45,190
45,191
45,46
45,47
45,48
45,49
45,50
45,51
45,52
46,189
46,190
46,191
46,192
46,193
46,194
46,45
46,46
46,47
47,193
47,194
47,195
47,196
47,45
47,46
48,195
48,196
48,197
48,198
48,199
48,200
48,45
49,197
49,198
49,199
49,200
49,44
49,45
50,198
50,200
50,201
50,44
50,45
51,199
51,200
51,201
51,43
51,44
52,199
52,200
52,201
52,202
52,42
52,43
53,200
53,201
53,202
53,42
54,200
54,201
54,202
54,42
55,201
55,202
55,41
55,42
56,201
56,202
56,203
56,41
56,42
57,201
57,202
57,203
57,40
57,41
57,42
58,201
58,202
58,203
58,40
58,41
59,201
59,202
59,203
59,40
59,41
60,201
60,202
60,203
60,204
60,40
61,202
61,203
61,204
61,205
61,39
61,40
62,202
62,203
62,204
62,205
62,39
63,203
63,204
63,205
63,38
63,39
64,203
64,204
64,205
64,206
64,37
64,38
65,204
65,205
65,206
65,37
65,38
66,204
66,205
66,206
66,207
66,36
66,37
66,38
67,204
67,205
67,206
67,207
67,36
67,37
68,205
68,207
68,35
68,36
68,37
69,205
69,206
69,207
69,208
69,35
69,36
70,206
70,207
70,208
70,35
70,36
71,206
71,208
71,35
71,36
72,207
72,208
72,34
72,35
72,36
73,207
73,208
73,34
73,35
74,207
74,208
74,209
74,33
74,34
75,207
75,208
75,209
75,33
75,34
76,208
76,209
76,33
77,208
77,209
77,210
77,32
77,33
78,209
78,210
78,32
78,33
79,209
79,210
79,32
79,33
80,209
80,210
80,32
80,33
81,209
81,210
81,31
81,32
82,209
82,210
82,31
82,32
83,210
83,211
83,31
83,32
84,210
84,211
84,31
85,210
85,211
85,31
86,211
86,30
86,31
87,211
87,30
87,31
88,211
88,212
88,29
88,30
88,31
89,211
89,212
89,29
89,30
89,31
90,211
90,212
90,29
90,30
91,212
91,29
91,30
92,212
92,28
92,30
93,212
93,213
93,28
93,29
93,30
94,212
94,213
94,27
94,28
94,29
95,212
95,213
95,27
95,28
95,29
96,213
96,214
96,26
96,27
96,28
96,29
97,214
97,215
97,26
97,27
97,28
97,29
98,214
98,215
98,26
98,27
98,28
99,215
99,216
99,25
99,26
99,27
